pc_time_s,idx,teensy_t_us,raw1,raw2,raw3,raw4,raw5,idx_jump,missing_frames
0.475076,477,477000,11,13,7,10,5,1,0
0.476068,478,478000,12,13,6,10,8,1,0
0.477071,479,479000,9,15,5,10,6,1,0
0.478061,480,480000,10,14,7,10,16,1,0
0.479123,481,481000,8,14,6,11,4,1,0
0.480091,482,482000,9,15,5,10,6,1,0
0.481070,483,483000,13,13,7,10,8,1,0
0.482073,484,484000,9,14,5,10,8,1,0
0.483102,485,485000,12,17,5,11,9,1,0
0.484098,486,486000,11,15,5,10,7,1,0
0.485075,487,487000,9,13,6,10,8,1,0
0.486066,488,488000,10,14,4,9,6,1,0
0.487059,489,489000,13,13,5,9,7,1,0
0.488092,490,490000,7,14,5,11,7,1,0
0.489074,491,491000,13,13,7,10,9,1,0
0.490066,492,492000,12,13,6,10,9,1,0
0.491079,493,493000,10,14,5,10,4,1,0
0.492071,494,494000,10,14,6,10,6,1,0
0.493071,495,495000,8,14,4,10,6,1,0
0.494096,496,496000,11,13,5,11,6,1,0
0.495554,497,497000,13,12,7,10,6,1,0
0.496107,498,498000,12,13,3,8,8,1,0
0.497097,499,499000,9,19,1,10,4,1,0
0.501172,500,500000,11,14,5,10,6,1,0
0.501362,501,501000,11,14,5,12,6,1,0
0.501513,502,502000,10,16,7,10,7,1,0
0.501686,503,503000,7,14,0,10,4,1,0
0.502105,504,504000,10,15,7,10,8,1,0
0.503132,505,505000,11,13,7,10,8,1,0
0.504106,506,506000,10,16,6,9,10,1,0
0.505110,507,507000,12,15,5,10,8,1,0
0.506159,508,508000,9,16,5,12,4,1,0
0.507120,509,509000,16,13,7,10,8,1,0
0.508110,510,510000,8,15,4,12,8,1,0
0.509102,511,511000,13,14,5,8,9,1,0
0.510074,512,512000,12,14,7,8,6,1,0
0.511077,513,513000,12,14,5,10,6,1,0
0.512451,514,514000,11,13,5,10,6,1,0
0.513189,515,515000,10,15,5,10,8,1,0
0.514120,516,516000,10,13,5,12,6,1,0
0.515109,517,517000,13,14,6,10,0,1,0
0.516158,518,518000,12,13,7,9,9,1,0
0.517103,519,519000,8,14,6,11,6,1,0
0.518096,520,520000,15,13,7,10,8,1,0
